iata_code,icao_code,oag_code,carrier_name,iata_name,alliance,domicile_country,region
"LF","VTE","LF","CONTOUR AIRLINES","CORPORATE FLIGHT MANAGEMENT, INC.",,"USA"
"5L","GAO","5L","LIAT 2020","LIAT (2020) LIMITED",,"ANTIGUA AND BARBUDA, LEEWARD ISLANDS"
"XG","USY","XG","USC GMBH","USC GMBH",,"GERMANY","EUROPE : WESTERN EUROPE"
"K1",,"K1","LLM CONSULTORIA AERONAUTICA S.L.","LLM CONSULTORIA AERONAUTICA S.L.",,,
"QG","CTV","QG","CITILINK","PT CITILINK INDONESIA",,"INDONESIA","ASIA : SOUTH EAST ASIA"
"RV","ROU","RV","AIR CANADA ROUGE","AIR CANADA ROUGE LP",,"CANADA","NORTH AMERICA"
"9V","ROI","9V","AVIOR AIRLINES","AVIOR AIRLINES, C.A.",,"VENEZUELA"
"G2","GBG","G2","GULLIVAIR","GULLIVAIR LIMITED",,"BULGARIA","EUROPE : EASTERN/CENTRAL EUROPE"
"SO","SNR","SO","SUNAIR AVIATION","SUN AIR AVIATION",,"SUDAN","AFRICA : NORTH AFRICA"
"IF","FBA","IF","FLY BAGHDAD AIRLINES","FLY BAGHDAD AIRLINE",,"IRAQ","MIDDLE EAST"
"HD",,"HD","AL-HAYA AVIATION","AL-HAYA AVIATION",,,
"8CK",,"8CK","GRUMETI AIR",,,"TANZANIA UNITED REPUBLIC OF","AFRICA : EASTERN AFRICA"
"NL","AEH","NL","AMELIA INTERNATIONAL","AERO4M D.O.O",,"SLOVENIA","EUROPE : EASTERN/CENTRAL EUROPE"
"UH","USA","UH","SILK AVIA","UZBEKISTAN HELICOPTERS LLC",,"UZBEKISTAN","ASIA : CENTRAL ASIA"
"F1",,"F1","FARELOGIX INC.","FARELOGIX INC.",,,
"RE","GJM","RE","AIRHUB AIRLINES LIMITED","AIRHUB AIRLINES LIMITED",,"MALTA","EUROPE : WESTERN EUROPE"
"3Y","MYU","3Y","MY INDO AIRLINES, PT","PT. MY INDO AIRLINES",,"INDONESIA"
"TZ","THB","TZ","THAI SMARTLYNX","BBN AIRLINES (THAILAND) CO., LTD.",,"THAILAND"
"FB","LZB","FB","BULGARIA AIR","BULGARIA AIR JSC",,"BULGARIA","EUROPE : EASTERN/CENTRAL EUROPE"
"BQ","SWU","BQ","SKYALPS","SKYALPS SRL",,"ITALY","EUROPE : WESTERN EUROPE"
"HR",,"HR","HAHN AIR","HAHN AIR LINES GMBH",,"GERMANY","EUROPE : WESTERN EUROPE"
"IS","SHI","IS","SEPEHRAN AIRLINES","SEPEHRAN AIRLINES",,"IRAN ISLAMIC REPUBLIC OF","MIDDLE EAST"
"MY","MWG","MY","AIRBORNEO","MASWINGS SDN BHD",,"MALAYSIA","ASIA : SOUTH EAST ASIA"
"DO","SHH","DO","SKY HIGH","SKY HIGH AVIATION SERVICES DOMINICANA SA",,"DOMINICAN REPUBLIC","LATIN AMERICA : CARIBBEAN"
"XF","MGW","XF","MONGOLIAN AIRWAYS","MONGOLIAN AIRWAYS LLC",,"MONGOLIA","ASIA : NORTH EAST ASIA"
"A9","TGZ","A9","GEORGIAN AIRWAYS","GEORGIAN AIRWAYS",,"GEORGIA","EUROPE : EASTERN/CENTRAL EUROPE"
"8EU",,"8EU","MISSINIPPI AIRWAYS",,,"CANADA","NORTH AMERICA"
"9Q","CXE","9Q","CAICOS EXPRESS AIRWAYS","CAICOS EXPRESS AIRWAYS LTD",,"TURKS AND CAICOS ISLANDS","LATIN AMERICA : CARIBBEAN"
"K4","CKS","K4","KALITTA AIR","KALITTA AIR, LLC",,"USA"
"LT","SNG","LT","LONGJIANG AIRLINES","LONGJIANG AIRLINES CO.,LTD.",,"CHINA"
"MZ","AHX","MZ","AMAKUSA AIRLINES","AMAKUSA AIRLINES CO.,LTD",,"JAPAN"
"BN","LWG","BN","LUXWING LTD","LUXWING LTD",,"MALTA","EUROPE : WESTERN EUROPE"
"N8","NCR","N8","NATIONAL AIRLINES","NATIONAL AIR CARGO GROUP INC",,"USA","NORTH AMERICA"
"H7","HYM","H7","HISKY","CA HISKY SRL",,"MOLDOVA REPUBLIC OF","EUROPE : EASTERN/CENTRAL EUROPE"
"SY","SCX","SY","SUN COUNTRY AIRLINES","SUN COUNTRY INC",,"USA","NORTH AMERICA"
"1L",,"1L","CITIZENPLANE","CITIZENPLANE",,"FRANCE","EUROPE : WESTERN EUROPE"
"IQ","QAZ","IQ","VIETJET QAZAQSTAN","QAZAQ AIR JOINT STOCK COMPANY",,"KAZAKHSTAN","ASIA : CENTRAL ASIA"
"ON","RON","ON","NAURU AIRLINES","NAURU AIR CORPORATION",,"NAURU","SOUTHWEST PACIFIC"
"E5","RBG","E5","AIR ARABIA EGYPT","AIR ARABIA EGYPT",,"EGYPT","AFRICA : NORTH AFRICA"
"NF","AVN","NF","AIR VANUATU","AIR VANUATU (OPERATIONS) LIMITED",,"VANUATU","SOUTHWEST PACIFIC"
"8FS",,"8FS","FIRST FLYING",,,"JAPAN","ASIA : NORTH EAST ASIA"
"8YR",,"8YR","AEROJET AVIATIONS",,,"KENYA","AFRICA : EASTERN AFRICA"
"NS","HBH","NS","HEBEI AIRLINES","HEBEI AIRLINES CO. LTD.",,"CHINA","ASIA : NORTH EAST ASIA"
"C8","CRA","C8","CRONOSAIR","CRONOS AIRLINES",,"EQUATORIAL GUINEA","AFRICA : CENTRAL/WESTERN AFRICA"
"5B","BRD","5B","BRIDGES AIR CARGO","BRIDGES AIR CARGO",,"MALTA","EUROPE : WESTERN EUROPE"
"H8","SKX","H8","SKY AIRLINES PERU S.A.C","SKY AIRLINE PERU S.A.C",,"PERU","LATIN AMERICA : UPPER SOUTH AMERICA"
"O8","MTO","O8","MARATHON AIRLINES","MARATHON AIRLINES S.A.",,"GREECE","EUROPE : WESTERN EUROPE"
"CW","SCW","CW","SKYWEST CHARTER LLC","SKYWEST CHARTER LLC",,"USA","NORTH AMERICA"
"IR","IRA","IR","IRAN AIR","IRAN AIR",,"IRAN ISLAMIC REPUBLIC OF","MIDDLE EAST"
"8B","TNU","8B","TRANSNUSA","PT. TRANSNUSA AVIATION MANDIRI",,"INDONESIA","ASIA : SOUTH EAST ASIA"
"8FI",,"8FI","CALLY AIR",,,"NIGERIA","AFRICA : CENTRAL/WESTERN AFRICA"
"3N","URG","3N","AIR URGA","AIR URGA",,"UKRAINE","EUROPE : EASTERN/CENTRAL EUROPE"
"7N","MTD","7N","METROJETS","METRO JETS LLC",,"USA","NORTH AMERICA"
"TR","TGW","TR","SCOOT","SCOOT PTE. LTD",,"SINGAPORE","ASIA : SOUTH EAST ASIA"
"7A","XRC","7A","EXPRESS AIR CARGO","EXPRESS AIR CARGO",,"TUNISIA","AFRICA : NORTH AFRICA"
"NT","IBB","NT","BINTER CANARIAS","BINTER CANARIAS",,"SPAIN","EUROPE : WESTERN EUROPE"
"8T","TIN","8T","AIR TINDI LTD","AIR TINDI LTD.",,"CANADA","NORTH AMERICA"
"H6","BUC","H6","EUROPEAN AIR CHARTER","EUROPEAN AIR CHARTER JSC.",,"BULGARIA","EUROPE : EASTERN/CENTRAL EUROPE"
"QS","TVS","QS","SMARTWINGS","SMARTWINGS, A.S.",,"CZECH REPUBLIC"
"UP","BHS","UP","BAHAMASAIR","BAHAMASAIR HOLDINGS, LTD",,"BAHAMAS"
"MP","MPH","MP","MARTINAIR HOLLAND","MARTINAIR HOLLAND N.V.",,"NETHERLANDS","EUROPE : WESTERN EUROPE"
"YR","SCE","YR","SCENIC AIRLINES","GRAND CANYON AIRLINES, INC.",,"USA"
"KK","NGN","KK","LEAV AVIATION","LEAV AVIATION GMBH",,"GERMANY","EUROPE : WESTERN EUROPE"
"A6","OTC","A6","AIR TRAVEL CO. LTD","AIR TRAVEL CO. LTD.",,"CHINA","ASIA : NORTH EAST ASIA"
"LZ",,"LZ","AIR LINK","AIR LINK PTY. LIMITED",,"AUSTRALIA","SOUTHWEST PACIFIC"
"GE","GBB","GE","LIFT OPERATED BY GLOBAL AIRWAYS","GLOBAL AVIATION OPERATIONS (PTY)LTD",,"SOUTH AFRICA","AFRICA : SOUTHERN AFRICA"
"CN","GDC","CN","GRAND CHINA AIR","GRAND CHINA AIR CO. , LTD.",,"CHINA"
"5H","ABR","5H","AIR CONTRACTORS","ASL AIRLINES (IRELAND) LIMITED",,"IRELAND REPUBLIC OF","EUROPE : WESTERN EUROPE"
"KP","SKK","KP","ASKY AIRLINES","COMPAGNIE AERIENNE ASKY SN",,"TOGO","AFRICA : CENTRAL/WESTERN AFRICA"
"IU","SJV","IU","PT. SUPER AIR JET","PT. SUPER AIR JET",,"INDONESIA","ASIA : SOUTH EAST ASIA"
"8C","ATN","8C","AIR TRANSPORT INTERNATIONAL","AIR TRANSPORT INTERNATIONAL INC.",,"USA","NORTH AMERICA"
"7T",,"7T","TRENITALIA S.P.A.","TRENITALIA S.P.A.",,"ITALY","EUROPE : WESTERN EUROPE"
"8A",,"8A","PANAMA AIRWAYS","PANAMA AIRWAYS",,"PANAMA","LATIN AMERICA : CENTRAL AMERICA"
"2I",,"2I","21 AIR LLC","21 AIR LLC",,,
"KD","WGN","KD","WESTERN GLOBAL AIRLINES LLC","WESTERN GLOBAL AIRLINES, INC.",,"USA"
"RU","ABW","RU","AIRBRIDGECARGO","AIRBRIDGECARGO AIRLINES LLC",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"6B","BLX","6B","TUIFLY NORDIC AB","TUIFLY NORDIC AB",,"SWEDEN","EUROPE : WESTERN EUROPE"
"YD","SYG","YD","ASCEND AIRWAYS","ASCEND AIRWAYS LTD",,"UNITED KINGDOM","EUROPE : WESTERN EUROPE"
"J7","ABS","J7","FLYGABON","AFRIJET BUSINESS SERVICE",,"GABON","AFRICA : CENTRAL/WESTERN AFRICA"
"8EL",,"8EL","FLY TO LOS ROQUES",,,"VENEZUELA","LATIN AMERICA : UPPER SOUTH AMERICA"
"FQ","CWN","FQ","CROWN AIRLINES","CROWN AIRLINES",,"LIBYA","AFRICA : NORTH AFRICA"
"HT","HAT","HT","AIR HORIZONT","AIR HORIZONT LTD.",,"MALTA","EUROPE : WESTERN EUROPE"
"MM","APJ","MM","PEACH AVIATION LIMITED","PEACH AVIATION LIMITED",,"JAPAN","ASIA : NORTH EAST ASIA"
"W4","WMT","W4","WIZZ AIR MALTA","WIZZ AIR MALTA",,"MALTA","EUROPE : WESTERN EUROPE"
"8EH",,"8EH","UNITY AIR ZANZIBAR",,,"TANZANIA UNITED REPUBLIC OF","AFRICA : EASTERN AFRICA"
"M5","KEN","M5","KENMORE AIR","KENMORE AIR HARBOR, LLC",,"USA"
"8BE",,"8BE","TALIS AIR",,,"UNITED KINGDOM","EUROPE : WESTERN EUROPE"
"5V","VTS","5V","EVERTS AIR","TATONDUK OUTFITTERS LIMITED DBA EVE",,"USA","NORTH AMERICA"
"BU",,"BU","COMPAGNIE AFRICAINE D'AVIATION","COMPAGNIE AFRICAINE D'AVIATION",,"CONGO DEMOCRATIC REPUBLIC OF","AFRICA : CENTRAL/WESTERN AFRICA"
"8SL",,"8SL","SALAAM AIR EXPRESS",,,"SOMALIA","AFRICA : EASTERN AFRICA"
"8S",,"8S","TURBOJET","SHUN TAK-CHINA TRAVEL SHIP MGMT.",,"HONG KONG (SAR) CHINA","ASIA : NORTH EAST ASIA"
"Y1",,"Y1","TRAVEL TECHNOLOGY INTERACTIVE SA","TRAVEL TECHNOLOGY INTERACTIVE SA",,,
"KB","DRK","KB","DRUKAIR","DRUKAIR CORPORATION LIMITED",,"BHUTAN","ASIA : SOUTH ASIA"
"8Z",,"8Z","CONGO AIRWAYS SA","CONGO AIRWAYS SA (CGA)",,"CONGO DEMOCRATIC REPUBLIC OF","AFRICA : CENTRAL/WESTERN AFRICA"
"KC","KZR","KC","AIR ASTANA","JSC AIR ASTANA",,"KAZAKHSTAN","ASIA : CENTRAL ASIA"
"VJ","VJC","VJ","VIETJET","VIETJET AVIATION JSC",,"VIET NAM","ASIA : SOUTH EAST ASIA"
"5X","UPS","5X","UNITED PARCEL SERVICE CO.","UPS AIRLINES",,"USA","NORTH AMERICA"
"JH","FDA","JH","FUJI DREAM AIRLINES","FUJI DREAM AIRLINES CO. LTD",,"JAPAN","ASIA : NORTH EAST ASIA"
"ZR",,"ZR","AVIACON ZITOTRANS AIR COMPANY","AVIACON ZITOTRANS AIR COMPANY JSC",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"U5","SEU","U5","SKYUP MT","SKYUP MT LIMITED",,"MALTA","EUROPE : WESTERN EUROPE"
"8EW",,"8EW","SAFARI AIRLINK",,,"TANZANIA UNITED REPUBLIC OF","AFRICA : EASTERN AFRICA"
"FV","SDM","FV","ROSSIYA AIRLINES","ROSSIYA AIRLINES JSC",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"GQ","SEH","GQ","SKY EXPRESS S.A.","SKY EXPRESS S.A.",,"GREECE","EUROPE : WESTERN EUROPE"
"UZ","BRQ","UZ","BURAQ AIR","BURAQ AIR",,"LIBYA","AFRICA : NORTH AFRICA"
"Q6","VOC","Q6","VOLARIS COSTA RICA","VUELA AVIACION SA",,"COSTA RICA","LATIN AMERICA : CENTRAL AMERICA"
"5U","TGU","5U","TAG AIRLINES (T A GUATEMALTECOS)","TRANSPORTES AEREOS GUATEMALTECOS SA",,"GUATEMALA","LATIN AMERICA : CENTRAL AMERICA"
"2H",,"2H","THI FACTORY","THI FACTORY SA",,"BELGIUM","EUROPE : WESTERN EUROPE"
"8LP",,"8LP","ALMEDALSFLYGET",,,"SWEDEN","EUROPE : WESTERN EUROPE"
"1Q",,"1Q","INTELISYS AVIATION SYSTEMS (2013) I","INTELISYS AVIATION SYSTEMS (2013) I",,,
"KX","CAY","KX","CAYMAN AIRWAYS","CAYMAN AIRWAYS LIMITED",,"CAYMAN ISLANDS","LATIN AMERICA : CARIBBEAN"
"OB","BOV","OB","BOLIVIANA DE AVIACION - BOA","BOA BOLIVIANA DE AVIACION",,"BOLIVIA","LATIN AMERICA : UPPER SOUTH AMERICA"
"FX","FDX","FX","FEDEX","FEDERAL EXPRESS CORPORATION",,"USA","NORTH AMERICA"
"8VA",,"8VA","YINGAN AIR",,,"CHINA","ASIA : NORTH EAST ASIA"
"7P","PST","7P","AIR PANAMA","AIR PANAMA",,"PANAMA","LATIN AMERICA : CENTRAL AMERICA"
"WU","WST","WU","WESTERN AIR","WESTERN AIR LTD.",,"BAHAMAS","LATIN AMERICA : CARIBBEAN"
"J1",,"J1","VERTEIL TECHNOLOGIES PRIVATE LIMITED","VERTEIL TECHNOLOGIES PRIVATE LIMITED",,,
"PP","PRO","PP","PROPAIR","PROPAIR INC",,"CANADA","NORTH AMERICA"
"ZF","AZV","ZF","AZUR AIR","AZUR AIR LIMITED LIABILITY COMPANY",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"6D","TVQ","6D","SMARTWINGS SLOVAKIA S.R.O","SMARTWINGS SLOVAKIA, S.R.O",,"SLOVAKIA"
"5O","FPO","5O","ASL AIRLINES FRANCE","ASL AIRLINES FRANCE",,"FRANCE","EUROPE : WESTERN EUROPE"
"EB","PLM","EB","WAMOS AIR S.A.","WAMOS AIR, S.A.",,"SPAIN"
"HA","HAL","HA","HAWAIIAN AIRLINES","HAWAIIAN AIRLINES INC",,"USA","NORTH AMERICA"
"8FC",,"8FC","ISKWEW AIR",,,"CANADA","NORTH AMERICA"
"8AB",,"8AB","CRAVIATION LDA",,,"MOZAMBIQUE","AFRICA : SOUTHERN AFRICA"
"KT","KTC","KT","AIRASIA CAMBODIA","AIRASIA CAMBODIA",,"CAMBODIA","ASIA : SOUTH EAST ASIA"
"HY","UZB","HY","UZBEKISTAN AIRWAYS","UZBEKISTAN AIRWAYS",,"UZBEKISTAN","ASIA : CENTRAL ASIA"
"8CH",,"8CH","FLYBAIR",,,"SWITZERLAND","EUROPE : WESTERN EUROPE"
"LA","LAN","LA","LATAM AIRLINES GROUP","LATAM AIRLINES GROUP SA",,"CHILE","LATIN AMERICA : LOWER SOUTH AMERICA"
"XL",,"XL","TEXEL AIR W.L.L","TEXEL AIR W.L.L",,,
"4X","MLH","4X","AVION EXPRESS MALTA LTD","AVION EXPRESS MALTA LTD",,"MALTA","EUROPE : WESTERN EUROPE"
"9X","FDY","9X","SOUTHERN AIRWAYS EXPRESS","SOUTHERN AIRWAYS EXPRESS, LLC",,"USA"
"PB","PVL","PB","PAL AIRLINES","PAL AIRLINES LTD",,"CANADA","NORTH AMERICA"
"EG","EUK","EG","AER LINGUS UK LIMITED","AER LINGUS UK LIMITED",,"UNITED KINGDOM","EUROPE : WESTERN EUROPE"
"7Z",,"7Z","AMERISTAR AIR CARGO, INC.","AMERISTAR AIR CARGO, INC.",
"FH","FHY","FH","FREEBIRD AIRLINES","HURKUS HAVAYOLU TASIMACILIK",,"TURKIYE","EUROPE : EASTERN/CENTRAL EUROPE"
"8W","EDR","8W","FLY ALWAYS N.V.","FLY ALWAYS N.V.",,"SURINAME","LATIN AMERICA : UPPER SOUTH AMERICA"
"4U","XEJ","4U","XEJET LIMITED","XEJET LIMITED",,"NIGERIA","AFRICA : CENTRAL/WESTERN AFRICA"
"1V",,"1V","TRAVELPORT / DBA","TRAVELPORT / DBA",,,
"LV","DTG","LV","AIRCOMPANY AIRZENA","AIRZENA LLC",,"GEORGIA","EUROPE : EASTERN/CENTRAL EUROPE"
"T5","TUA","T5","TURKMENISTAN AIRLINES","TURKMENISTAN AIRLINES OJSC",,"TURKMENISTAN","ASIA : CENTRAL ASIA"
"8ED",,"8ED","TRANS ANGUILLA AIRWAYS",,,"ANGUILLA, LEEWARD ISLANDS"
"WV","FLN","WV","FLYNAMIBIA","FLYNAMIBIA AVIATION (PTY) LTD.",,"NAMIBIA","AFRICA : SOUTHERN AFRICA"
"F6","VAW","F6","FLY2SKY","FLY2SKY JSC.",,"BULGARIA","EUROPE : EASTERN/CENTRAL EUROPE"
"XT",,"XT","AERLINK","AERLINK PTY LTD",,"AUSTRALIA","SOUTHWEST PACIFIC"
"5D","SLI","5D","AEROMEXICO CONNECT","AEROLITORAL S.A. DE C.V.",,"MEXICO","LATIN AMERICA : CENTRAL AMERICA"
"5F","FIA","5F","FLY ONE","FLY ONE S.R.L.",,"MOLDOVA REPUBLIC OF","EUROPE : EASTERN/CENTRAL EUROPE"
"K7","KBZ","K7","MINGALAR AIRLINES","MINGALAR AVIATION SERVICES CO., LTD.",,"MYANMAR"
"N0","NBT","N0","NORSE ATLANTIC AIRWAYS","NORSE ATLANTIC AIRWAYS AS",,"NORWAY","EUROPE : WESTERN EUROPE"
"P9","MGE","P9","ASIA PACIFIC AIRLINES","AERO MICRONESIA INC.",,"GUAM","SOUTHWEST PACIFIC"
"CC","ABD","CC","AIR ATLANTA","AIR ATLANTA ICELANDIC",,"ICELAND","EUROPE : WESTERN EUROPE"
"8MA",,"8MA","L'ODYSSEY",,,"SWITZERLAND","EUROPE : WESTERN EUROPE"
"3S","BOX","3S","AEROLOGIC GMBH","AEROLOGIC GMBH",,"GERMANY","EUROPE : WESTERN EUROPE"
"RN","SZL","RN","ESWATINI AIR","ROYAL ESWATINI NATIONAL AIRWAYS CORPORAT",,"ESWATINI","AFRICA : SOUTHERN AFRICA"
"JM","JMA","JM","JAMBOJET","JAMBOJET LIMITED",,"KENYA","AFRICA : EASTERN AFRICA"
"4M","MGH","4M","MAVI GOK HAVACILIK AS","MAVI GOK HAVACILIK A.S. (MGA)",,"TURKIYE","EUROPE : EASTERN/CENTRAL EUROPE"
"TE","IGA","TE","SKYTAXI","SKYTAXI SP. Z.O.O.",,"POLAND","EUROPE : EASTERN/CENTRAL EUROPE"
"8AG",,"8AG","FLIGHT LINK AIR CHARTERS",,,"TANZANIA UNITED REPUBLIC OF","AFRICA : EASTERN AFRICA"
"T2","SWN","T2","WEST ATLANTIC SWEDEN","WEST ATLANTIC SWEDEN AB",,"SWEDEN","EUROPE : WESTERN EUROPE"
"P5","RPB","P5","AERO REPUBLICA","AERO REPUBLICA",,"COLOMBIA","LATIN AMERICA : UPPER SOUTH AMERICA"
"ZK",,"ZK","HONG KONG-ZHUHAI-MACAO BRIDGE SHUTTLE","HONG KONG-ZHUHAI-MACAO BRIDGE SHUTT",,"HONG KONG (SAR) CHINA","ASIA : NORTH EAST ASIA"
"A2","AWG","A2","ANIMA WINGS AVIATION","ANIMA WINGS AVIATION S.A.",,"ROMANIA","EUROPE : EASTERN/CENTRAL EUROPE"
"KH","AAH","KH","ALOHA AIR CARGO","AEKO KULA, LLC DBA ALOHA AIR CARGO",,"USA"
"R3","SYL","R3","YAKUTIA","JOINT STOCK COMPANY AIRCOMPANY",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"MX","MXY","MX","BREEZE AIRWAYS","BREEZE AVIATION GROUP INC",,"USA","NORTH AMERICA"
"8MH",,"8MH","LANAI AIR",,,"USA","NORTH AMERICA"
"OV","OMS","OV","SALAMAIR","SALAM AIR (S.A.O.C)",,"OMAN","MIDDLE EAST"
"DW","DSH","DW","AIR COMPANY SHOHIN AIRLINES","LLC AIR COMPANY SHOHIN AIRLINES",,"TAJIKISTAN","ASIA : CENTRAL ASIA"
"8EB",,"8EB","PREMIER AIRLINES",,,"KENYA","AFRICA : EASTERN AFRICA"
"6I","MMD","6I","AIR ALSIE","AIR ALSIE A/S",,"DENMARK","EUROPE : WESTERN EUROPE"
"1N",,"1N","NAVITAIRE","NAVITAIRE",,,
"T7","TJT","T7","TWIN JET","TWIN JET",,"FRANCE","EUROPE : WESTERN EUROPE"
"Y9","SGA","Y9","SKY GUARD","SKY GUARD, LLC",,"UZBEKISTAN"
"8EY",,"8EY","BLUE SKY AIRLINES (SOMALIA)",,,"SOMALIA","AFRICA : EASTERN AFRICA"
"8EZ",,"8EZ","STRATAIR",,,"USA","NORTH AMERICA"
"C7","CIN","C7","CINNAMON AIR","SAFFRON AVIATION (PVT) LTD.",,"SRI LANKA","ASIA : SOUTH ASIA"
"SF","DTH","SF","DOMESTIC AIRLINES","TASSILI AIRLINES",,"ALGERIA","AFRICA : NORTH AFRICA"
"KW","BSC","KW","LLC AIR COMPANY AEROSTAN","LLC AIR COMPANY AEROSTAN",,"KYRGYZSTAN","ASIA : CENTRAL ASIA"
"7K",,"7K","CSAFE GLOBAL","CSAFE GLOBAL",,,
"C6",,"C6","UNILODE AVIATION SOLUTIONS NEW","UNILODE AVIATION SOLUTIONS NEW",,,
"CP",,"CP","KOREA CONTAINER POOL CO. LTD.","KOREA CONTAINER POOL CO. LTD.",,,
"8EJ",,"8EJ","KARHU AERO",,,"FINLAND","EUROPE : WESTERN EUROPE"
"8AZ",,"8AZ","TROPICAL AIR (Z) LTD",,,"TANZANIA UNITED REPUBLIC OF","AFRICA : EASTERN AFRICA"
"DY","NOZ","DY","NORWEGIAN AIR SHUTTLE","NORWEGIAN AIR SHUTLLE AOC AS",,"NORWAY","EUROPE : WESTERN EUROPE"
"9H","CGN","9H","CHANGAN AIRLINES","AIR CHANGAN CO., LTD",,"CHINA"
"R9",,"R9","UNILODE AVIATION SOLUTIONS UK LIMIT","UNILODE AVIATION SOLUTIONS UK LIMIT",,,
"8CM",,"8CM","FLYEQUATOR",,,"SOUTH SUDAN","AFRICA : EASTERN AFRICA"
"YZ",,"YZ","SONOCO THERMOSAFE","SONOCO THERMOSAFE",,,
"DU","LSJ","DU","SKY JET M.G. INC","SKY JET M.G. INC.",,"CANADA","NORTH AMERICA"
"ES",,"ES","DHL AVIATION EEMEA B.S.C.(C)","DHL AVIATION EEMEA B.S.C.(C)",,,
"VC","SRY","VC","ALEUTIAN AIRWAYS","STERLING AIRWAYS INC",,"USA","NORTH AMERICA"
"KA","ANK","KA","AERO NOMAD AIRLINES","""AERO NOMAD AIRLINES"" LLC",,"KYRGYZSTAN","ASIA : CENTRAL ASIA"
"8AX",,"8AX","R KOMOR",,,"COMOROS","AFRICA : EASTERN AFRICA"
"9O",,"9O","THE CARGO FLIGHTS CO.,LTD.","THE CARGO FLIGHTS CO.,LTD.",
"9P","FJL","9P","FLY JINNAH","M/S FLY JINNAH SERVICES PVT LTD",,"PAKISTAN","ASIA : SOUTH ASIA"
"CV","CLX","CV","CARGOLUX AIRLINES INTERNATIONAL","CARGOLUX AIRLINES INTERNATIONAL S.A.",,"LUXEMBOURG","EUROPE : WESTERN EUROPE"
"YQ","LCT","YQ","TAR AEROLINEAS","LINK CONEXION AEREA S.A. DE C.V DBA TAR",,"MEXICO","LATIN AMERICA : CENTRAL AMERICA"
"6P","PRX","6P","PRADHAAN AIR EXPRESS","PRADHAAN AIR EXPRESS PVT. LTD.",,"INDIA","ASIA : SOUTH ASIA"
"4I","KES","4I","AIR ANTILLES",,,"SAINT MARTIN","LATIN AMERICA : CARIBBEAN"
"DS",,"DS","DAS NORDISK LTD.","DAS NORDISK LTD.",,,
"8QA",,"8QA","TAIGA",,,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"QW","QDA","QW","QINGDAO AIRLINE CO, LTD","QINGDAO AIRLINES CO., LTD",
"H3","HLJ","H3","HELLO JETS","HELLO JETS SRL",,"ROMANIA","EUROPE : EASTERN/CENTRAL EUROPE"
"H1",,"H1","HAHN AIR SYSTEMS","HAHN AIR SYSTEMS",,"GERMANY","EUROPE : WESTERN EUROPE"
"UC","LCO","UC","LATAM CARGO CHILE","LAN CARGO SA",,"CHILE","LATIN AMERICA : LOWER SOUTH AMERICA"
"VB","VIV","VB","VIVAAEROBUS","AEROENLACES NACIONALES S.A. DE C.V.",,"MEXICO","LATIN AMERICA : CENTRAL AMERICA"
"F7","RSY","F7","LTD I FLY","LTD I FLY",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"U6","SVR","U6","URAL AIRLINES","JSC ""URAL AIRLINES""",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"KG","LYM","KG","KEY LIME AIR DBA DENVER AIR CONNECTION","KEY LIME AIR CORPORATION",,"USA","NORTH AMERICA"
"8GA",,"8GA","KUVA AIR",,,"ZIMBABWE","AFRICA : SOUTHERN AFRICA"
"8GN",,"8GN","BARRIER AIR",,,"NEW ZEALAND","SOUTHWEST PACIFIC"
"8DL",,"8DL","LITORALI AIRLINES",,,"ITALY","EUROPE : WESTERN EUROPE"
"8FT",,"8FT","FLY TIWI AIRLINES",,,"AUSTRALIA","SOUTHWEST PACIFIC"
"Z1",,"Z1","APG INC","APG INC",,,
"MW","MAY","MW","MALTA AIR","MALTA AIR LTD.",,"MALTA","EUROPE : WESTERN EUROPE"
"BW","BWA","BW","CARIBBEAN AIRLINES","CARIBBEAN AIRLINES LIMITED",,"TRINIDAD AND TOBAGO","LATIN AMERICA : CARIBBEAN"
"A1",,"A1","A.P.G. DISTRIBUTION SYSTEMS","A.P.G. DISTRIBUTION SYSTEM",,"FRANCE","EUROPE : WESTERN EUROPE"
"PL","ABT","PL","BENIN AIRLINES","BENIN AIRLINES",,"BENIN","AFRICA : CENTRAL/WESTERN AFRICA"
"1A",,"1A","AMADEUS IT GROUP SA","AMADEUS IT GROUP SA",,,
"IY","IYE","IY","YEMENIA YEMEN AIRWAYS","YEMENIA - YEMEN AIRWAYS",,"YEMEN","MIDDLE EAST"
"8TC",,"8TC","TRAVELCOUP",,,"SWITZERLAND","EUROPE : WESTERN EUROPE"
"F2",,"F2","FLY META HOLDING GROUP LIMITED","FLY META HOLDING GROUP LIMITED",,,
"Z2","APG","Z2","PHILIPPINES AIRASIA INC.","PHILIPPINES AIRASIA, INC.",,"PHILIPPINES"
